Tag	GO Term	GO Name	GO Category	Adj. P-value	P-value	Nr Test	Nr Reference	Not Annot Test	Not Annot Ref
UNDER	GO:0046785	microtubule polymerization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902850	microtubule cytoskeleton organization involved in mitosis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046110	xanthine metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010342	endosperm cellularization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051647	nucleus localization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902288	regulation of defense response to oomycetes	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0060966	regulation of gene silencing by regulatory ncRNA	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002833	positive regulation of response to biotic stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032103	positive regulation of response to external stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010075	regulation of meristem growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009934	regulation of meristem structural organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032049	cardiolipin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1904380	endoplasmic reticulum mannose trimming	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097466	ubiquitin-dependent glycoprotein ERAD pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033528	S-methylmethionine cycle	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090228	positive regulation of red or far-red light signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006430	lysyl-tRNA aminoacylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990074	polyuridylation-dependent mRNA catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0005980	glycogen catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032870	cellular response to hormone stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1905623	positive regulation of leaf development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1900248	negative regulation of cytoplasmic translational elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016441	post-transcriptional gene silencing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019628	urate catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002218	activation of innate immune response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016144	S-glycoside biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033331	ent-kaurene metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902065	response to L-glutamate	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0062207	regulation of pattern recognition receptor signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032483	regulation of Rab protein signal transduction	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0120292	positive regulation of mitotic recombination-dependent replication fork processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051716	cellular response to stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050779	RNA destabilization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0061014	positive regulation of mRNA catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902373	negative regulation of mRNA catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090558	plant epidermis development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0022412	cellular process involved in reproduction in multicellular organism	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008340	determination of adult lifespan	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070125	mitochondrial translational elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009303	rRNA transcription	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006272	leading strand elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0055091	phospholipid homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007009	plasma membrane organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071709	membrane assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097035	regulation of membrane lipid distribution	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090364	regulation of proteasome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042127	regulation of cell population proliferation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090173	regulation of synaptonemal complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071139	resolution of DNA recombination intermediates	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009704	de-etiolation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030245	cellulose catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006679	glucosylceramide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048580	regulation of post-embryonic development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016180	snRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000123	positive regulation of stomatal complex development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048576	positive regulation of short-day photoperiodism, flowering	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009311	oligosaccharide metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043412	macromolecule modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0141187	nucleic acid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051240	positive regulation of multicellular organismal process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901838	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000779	regulation of double-strand break repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010088	phloem development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009090	L-homoserine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046364	monosaccharide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030974	thiamine pyrophosphate transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009937	regulation of gibberellic acid mediated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009967	positive regulation of signal transduction	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051480	regulation of cytosolic calcium ion concentration	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0005990	lactose catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1900706	positive regulation of siderophore biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071731	response to nitric oxide	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042128	nitrate assimilation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034389	lipid droplet organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016540	protein autoprocessing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070899	mitochondrial tRNA wobble uridine modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0170035	L-amino acid catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043647	inositol phosphate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033352	UDP-D-apiose biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051703	biological process involved in intraspecies interaction between organisms	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090707	establishment of plant organ orientation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048281	inflorescence morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046283	anthocyanin-containing compound metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0040009	regulation of growth rate	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007323	peptide pheromone maturation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006826	iron ion transport	BP_ARGOT	1	1	1	1	1	14
UNDER	GO:1902347	response to strigolactone	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016311	dephosphorylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046710	GDP metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046037	GMP metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010071	root meristem specification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990426	mitotic recombination-dependent replication fork processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000730	DNA recombinase assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006434	seryl-tRNA aminoacylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031445	regulation of heterochromatin formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045740	positive regulation of DNA replication	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070900	mitochondrial tRNA modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015886	heme transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033274	response to vitamin B2	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1900367	positive regulation of defense response to insect	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006636	unsaturated fatty acid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000454	snoRNA guided rRNA pseudouridine synthesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046104	thymidine metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010483	pollen tube reception	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071470	cellular response to osmotic stress	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080175	phragmoplast microtubule organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007112	male meiosis cytokinesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1900055	regulation of leaf senescence	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0052325	cell wall pectin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046741	transport of virus in host, tissue to tissue	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0035459	vesicle cargo loading	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032933	SREBP signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006761	dihydrofolate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006226	dUMP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046081	dUTP catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045046	protein import into peroxisome membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034626	fatty acid elongation, polyunsaturated fatty acid	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034625	fatty acid elongation, monounsaturated fatty acid	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019367	fatty acid elongation, saturated fatty acid	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050826	response to freezing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902977	mitotic DNA replication preinitiation complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901987	regulation of cell cycle phase transition	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051223	regulation of protein transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043043	peptide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090376	seed trichome differentiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0044403	biological process involved in symbiotic interaction	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0044070	regulation of monoatomic anion transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006065	UDP-glucuronate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006024	glycosaminoglycan biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080155	regulation of double fertilization forming a zygote and endosperm	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000008	regulation of protein localization to cell surface	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070585	protein localization to mitochondrion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042868	antisense RNA metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045003	double-strand break repair via synthesis-dependent strand annealing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006287	base-excision repair, gap-filling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045004	DNA replication proofreading	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033566	gamma-tubulin complex localization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051415	microtubule nucleation by interphase microtubule organizing center	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071327	cellular response to trehalose stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901183	positive regulation of camalexin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008655	pyrimidine-containing compound salvage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043173	nucleotide salvage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0140374	antiviral innate immune response	BP_ARGOT	1	1	1	1	1	14
UNDER	GO:0048638	regulation of developmental growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000241	regulation of reproductive process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0044042	glucan metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007618	mating	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043617	cellular response to sucrose starvation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000640	positive regulation of SREBP signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0110051	metabolite repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046496	nicotinamide nucleotide metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009150	purine ribonucleotide metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006790	sulfur compound metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0180047	dolichol phosphate mannose biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009314	response to radiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046620	regulation of organ growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032418	lysosome localization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0022622	root system development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901800	positive regulation of proteasomal protein catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010730	negative regulation of hydrogen peroxide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043007	maintenance of rDNA	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000042	negative regulation of double-strand break repair via homologous recombination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033045	regulation of sister chromatid segregation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0141044	epigenetic programming in the endosperm	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1904966	positive regulation of vitamin E biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1905036	positive regulation of antifungal innate immune response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032970	regulation of actin filament-based process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010372	positive regulation of gibberellin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0044208	'de novo' AMP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046040	IMP metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048280	vesicle fusion with Golgi apparatus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051764	actin crosslink formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033316	meiotic spindle assembly checkpoint signaling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006691	leukotriene metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010774	meiotic strand invasion involved in reciprocal meiotic recombination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000709	meiotic joint molecule formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051365	cellular response to potassium ion starvation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019222	regulation of metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006363	termination of RNA polymerase I transcription	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902916	positive regulation of protein polyubiquitination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006565	L-serine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901705	L-isoleucine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031204	post-translational protein targeting to membrane, translocation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0017006	protein-tetrapyrrole linkage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010930	negative regulation of auxin mediated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0035266	meristem growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0065003	protein-containing complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006544	glycine metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008612	peptidyl-hypusine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010165	response to X-ray	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031538	negative regulation of anthocyanin metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043609	regulation of carbon utilization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0106004	tRNA (guanine-N7)-methylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090646	mitochondrial tRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043414	macromolecule methylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010540	basipetal auxin transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990388	xylem-to-phloem iron transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0060586	multicellular organismal-level iron ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048467	gynoecium development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903426	regulation of reactive oxygen species biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0140982	detoxification of aluminum ion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902602	aluminum ion transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071258	cellular response to gravity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006315	homing of group II introns	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090615	mitochondrial mRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0001932	regulation of protein phosphorylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0110156	mRNA methylguanosine-cap decapping	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0061951	establishment of protein localization to plasma membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045338	farnesyl diphosphate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008645	hexose transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010821	regulation of mitochondrion organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032491	detection of molecule of fungal origin	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046084	adenine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031398	positive regulation of protein ubiquitination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000379	tRNA-type intron splice site recognition and cleavage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990896	protein localization to cell cortex of cell tip	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032120	ascospore-type prospore membrane formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000281	mitotic cytokinesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034088	maintenance of mitotic sister chromatid cohesion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043266	regulation of potassium ion transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990966	ATP generation from poly-ADP-D-ribose	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050794	regulation of cellular process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051262	protein tetramerization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097051	establishment of protein localization to endoplasmic reticulum membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0044571	[2Fe-2S] cluster assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031509	subtelomeric heterochromatin formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009949	polarity specification of anterior/posterior axis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0055070	copper ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010833	telomere maintenance via telomere lengthening	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016973	poly(A)+ mRNA export from nucleus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2001294	malonyl-CoA catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048235	pollen sperm cell differentiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0018982	vanillin metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033494	ferulate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901503	ether biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046189	phenol-containing compound biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009257	10-formyltetrahydrofolate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071398	cellular response to fatty acid	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043290	apocarotenoid catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016107	sesquiterpenoid catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0120256	olefinic compound catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009687	abscisic acid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046164	alcohol catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0072329	monocarboxylic acid catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015709	thiosulfate transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002099	tRNA wobble guanine modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902356	oxaloacetate(2-) transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030100	regulation of endocytosis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051453	regulation of intracellular pH	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042780	tRNA 3'-end processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903409	reactive oxygen species biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009787	regulation of abscisic acid-activated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901073	glucosamine-containing compound biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090071	negative regulation of ribosome biogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006825	copper ion transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902890	regulation of root hair elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1900057	positive regulation of leaf senescence	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015880	coenzyme A transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009072	aromatic amino acid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0017001	antibiotic catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000731	DNA synthesis involved in DNA repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0061936	fusion of sperm to egg plasma membrane involved in double fertilization forming a zygote and endosperm	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0140253	cell-cell fusion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0072666	establishment of protein localization to vacuole	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0072665	protein localization to vacuole	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006625	protein targeting to peroxisome	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032042	mitochondrial DNA metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051180	vitamin transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046942	carboxylic acid transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034213	quinolinate catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006423	cysteinyl-tRNA aminoacylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016562	protein import into peroxisome matrix, receptor recycling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006760	folic acid-containing compound metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903292	protein localization to Golgi membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019499	cyanide metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000379	positive regulation of reactive oxygen species metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051554	flavonol metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002100	tRNA wobble adenosine to inosine editing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048863	stem cell differentiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010187	negative regulation of seed germination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071901	negative regulation of protein serine/threonine kinase activity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006968	cellular defense response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071446	cellular response to salicylic acid stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071369	cellular response to ethylene stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009750	response to fructose	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990169	stress response to copper ion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042352	GDP-L-fucose salvage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042816	vitamin B6 metabolic process	BP_ARGOT	1	1	0	0	1	14
